Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Status,Family_size,Expenses,Total_Purchases,Engaged_in_days,TotalAcceptedCmp,AmountPerPurchase
1981,Master,Relationship,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,42,1,2,3,62,7,3578 days 14:46:24.812721,0,8.857142857142858
1977,PhD,Relationship,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,46,1,2,3,1230,21,3822 days 14:46:24.812721,4,58.57142857142857
1968,Graduation,Relationship,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,55,2,2,4,182,11,3397 days 14:46:24.812721,0,16.545454545454547
1970,Graduation,Relationship,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,53,2,2,4,49,10,3618 days 14:46:24.812721,0,4.9
1966,PhD,Relationship,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,57,2,2,4,75,8,3594 days 14:46:24.812721,0,9.375
1956,Master,Relationship,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,67,2,2,4,227,16,3663 days 14:46:24.812721,0,14.1875
1974,PhD,Relationship,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,49,2,2,4,215,15,3904 days 14:46:24.812721,1,14.333333333333334
1951,Graduation,Relationship,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,72,1,2,3,444,20,3776 days 14:46:24.812721,0,22.2
1967,Master,Relationship,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,56,2,2,4,47,5,3560 days 14:46:24.812721,0,9.4
1951,Master,Relationship,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,72,0,2,2,143,7,3748 days 14:46:24.812721,0,20.428571428571427
1983,Graduation,Relationship,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,40,1,2,3,55,7,3395 days 14:46:24.812721,0,7.857142857142857
1971,Master,Relationship,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,52,2,2,4,63,11,3380 days 14:46:24.812721,0,5.7272727272727275
1955,Graduation,Single,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,68,0,1,1,1867,22,3952 days 14:46:24.812721,4,84.86363636363636
1961,Master,Relationship,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,62,1,2,3,611,20,3596 days 14:46:24.812721,0,30.55
1955,Graduation,Relationship,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,68,1,2,3,473,18,3351 days 14:46:24.812721,1,26.27777777777778
1959,Graduation,Relationship,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,64,0,2,2,55,6,3621 days 14:46:24.812721,0,9.166666666666666
1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,39,1,1,2,81,7,3933 days 14:46:24.812721,1,11.571428571428571
1975,Master,Relationship,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,48,0,2,2,2086,21,3872 days 14:46:24.812721,3,99.33333333333333
1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,58,0,1,1,1478,20,3539 days 14:46:24.812721,0,73.9
1977,Graduation,Relationship,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,46,1,2,3,49,5,3458 days 14:46:24.812721,0,9.8
1972,PhD,Relationship,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,51,0,2,2,382,15,3599 days 14:46:24.812721,0,25.466666666666665
1975,Master,Relationship,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,48,1,2,3,69,9,3591 days 14:46:24.812721,1,7.666666666666667
1969,Graduation,Single,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,54,1,1,2,67,6,3919 days 14:46:24.812721,0,11.166666666666666
1969,Master,Relationship,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,54,2,2,4,30,6,3561 days 14:46:24.812721,0,5.0
1978,Master,Relationship,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,45,1,2,3,63,9,3698 days 14:46:24.812721,0,7.0
1981,Graduation,Relationship,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,42,1,2,3,79,10,3989 days 14:46:24.812721,0,7.9
1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,62,1,1,2,42,5,3801 days 14:46:24.812721,0,8.4
1960,Graduation,Relationship,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,63,1,2,3,819,23,3975 days 14:46:24.812721,0,35.608695652173914
1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,68,0,1,1,1151,17,3593 days 14:46:24.812721,0,67.70588235294117
1948,PhD,Relationship,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,75,2,2,4,594,20,3875 days 14:46:24.812721,0,29.7
1966,Master,Relationship,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,57,2,2,4,129,11,3827 days 14:46:24.812721,0,11.727272727272727
1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,37,1,1,2,213,12,3855 days 14:46:24.812721,1,17.75
1973,Graduation,Single,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,50,1,1,2,67,7,3446 days 14:46:24.812721,0,9.571428571428571
1956,Graduation,Single,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,67,3,1,4,28,5,3783 days 14:46:24.812721,0,5.6
1975,Basic,Relationship,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,48,1,2,3,45,6,3919 days 14:46:24.812721,0,7.5
1965,Graduation,Relationship,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,58,0,2,2,1193,18,3361 days 14:46:24.812721,1,66.27777777777777
1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,54,0,1,1,268,12,3622 days 14:46:24.812721,0,22.333333333333332
1944,Master,Single,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,79,0,1,1,266,12,3654 days 14:46:24.812721,0,22.166666666666668
1973,Basic,Relationship,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,50,1,2,3,37,5,3873 days 14:46:24.812721,0,7.4
1967,Graduation,Relationship,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,56,3,2,5,37,7,3552 days 14:46:24.812721,0,5.285714285714286
1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,54,0,1,1,882,25,3905 days 14:46:24.812721,1,35.28
1974,Graduation,Relationship,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,49,2,2,4,373,18,3646 days 14:46:24.812721,0,20.72222222222222
1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,58,3,1,4,35,6,3727 days 14:46:24.812721,0,5.833333333333333
1978,Graduation,Single,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,45,2,1,3,42,5,3776 days 14:46:24.812721,0,8.4
1960,Master,Relationship,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,63,1,2,3,326,17,3989 days 14:46:24.812721,0,19.176470588235293
1961,PhD,Relationship,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,62,1,2,3,404,17,3661 days 14:46:24.812721,0,23.764705882352942
1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,52,0,1,1,95,6,3658 days 14:46:24.812721,0,15.833333333333334
1949,Graduation,Single,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,74,0,1,1,939,14,3419 days 14:46:24.812721,2,67.07142857142857
1978,Master,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,45,1,1,2,33,5,3491 days 14:46:24.812721,0,6.6
1955,Master,Relationship,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,68,0,2,2,981,21,3699 days 14:46:24.812721,1,46.714285714285715
1976,Graduation,Relationship,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,47,1,2,3,36,7,3833 days 14:46:24.812721,0,5.142857142857143
1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,48,1,1,2,1237,20,3699 days 14:46:24.812721,0,61.85
1960,Graduation,Relationship,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,63,1,2,3,1825,34,3954 days 14:46:24.812721,1,53.6764705882353
1977,PhD,Single,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,46,2,1,3,103,9,3969 days 14:46:24.812721,0,11.444444444444445
1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,46,1,1,2,191,12,3866 days 14:46:24.812721,0,15.916666666666666
1970,PhD,Relationship,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,53,1,2,3,1586,25,3530 days 14:46:24.812721,0,63.44
1958,PhD,Relationship,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,65,0,2,2,963,14,3324 days 14:46:24.812721,0,68.78571428571429
1970,Master,Relationship,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,53,1,2,3,889,26,3473 days 14:46:24.812721,0,34.19230769230769
1960,Master,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,63,0,1,1,93,7,3442 days 14:46:24.812721,2,13.285714285714286
1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,50,0,1,1,1587,21,3745 days 14:46:24.812721,1,75.57142857142857
1962,Graduation,Single,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,61,3,1,4,16,4,3419 days 14:46:24.812721,0,4.0
1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,71,0,1,1,1375,32,3698 days 14:46:24.812721,0,42.96875
1962,Graduation,Relationship,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,61,1,2,3,393,14,3845 days 14:46:24.812721,0,28.071428571428573
1950,Master,Single,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,73,1,1,2,1477,26,3947 days 14:46:24.812721,1,56.80769230769231
1971,Graduation,Relationship,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,52,1,2,3,1179,18,3543 days 14:46:24.812721,1,65.5
1960,Graduation,Relationship,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,63,1,2,3,1005,26,3940 days 14:46:24.812721,0,38.65384615384615
1948,PhD,Relationship,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,75,0,2,2,1348,21,3355 days 14:46:24.812721,0,64.19047619047619
1959,PhD,Single,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,64,1,1,2,1307,23,3854 days 14:46:24.812721,0,56.82608695652174
1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,59,1,1,2,486,15,3726 days 14:46:24.812721,1,32.4
1947,Master,Relationship,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,76,0,2,2,2252,13,3784 days 14:46:24.812721,3,173.23076923076923
1971,PhD,Relationship,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,52,2,2,4,235,17,3623 days 14:46:24.812721,0,13.823529411764707
1970,Graduation,Relationship,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,53,0,2,2,1724,30,3832 days 14:46:24.812721,3,57.46666666666667
1970,Master,Single,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,53,1,1,2,235,11,3506 days 14:46:24.812721,0,21.363636363636363
1977,Master,Relationship,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,46,1,2,3,1092,28,3345 days 14:46:24.812721,0,39.0
1958,Graduation,Relationship,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,65,1,2,3,599,17,3594 days 14:46:24.812721,0,35.23529411764706
1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,63,0,1,1,2008,19,3440 days 14:46:24.812721,1,105.6842105263158
1985,Graduation,Relationship,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,38,1,2,3,48,6,3979 days 14:46:24.812721,0,8.0
1974,Graduation,Relationship,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,49,1,2,3,1174,32,3994 days 14:46:24.812721,0,36.6875
1950,PhD,Relationship,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,73,1,2,3,67,7,3385 days 14:46:24.812721,0,9.571428571428571
1955,Graduation,Single,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,68,1,1,2,365,15,4003 days 14:46:24.812721,0,24.333333333333332
1953,Graduation,Relationship,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,70,1,2,3,165,10,3484 days 14:46:24.812721,0,16.5
1958,Master,Relationship,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,65,0,2,2,210,11,3953 days 14:46:24.812721,0,19.09090909090909
1947,PhD,Relationship,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,76,1,2,3,1095,26,3610 days 14:46:24.812721,0,42.11538461538461
1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,57,3,1,4,223,12,3559 days 14:46:24.812721,1,18.583333333333332
1963,Graduation,Relationship,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,60,1,2,3,597,22,3877 days 14:46:24.812721,0,27.136363636363637
1985,Graduation,Relationship,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,38,1,2,3,22,4,3535 days 14:46:24.812721,0,5.5
1975,Graduation,Single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,48,1,1,2,1064,24,3494 days 14:46:24.812721,0,44.333333333333336
1980,Basic,Relationship,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,43,0,2,2,74,6,3968 days 14:46:24.812721,0,12.333333333333334
1956,Master,Relationship,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,67,0,2,2,26,5,3852 days 14:46:24.812721,0,5.2
1959,Graduation,Relationship,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,64,0,2,2,60,5,3856 days 14:46:24.812721,0,12.0
1974,PhD,Relationship,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,49,1,2,3,20,4,3717 days 14:46:24.812721,0,5.0
1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,36,1,1,2,59,7,3585 days 14:46:24.812721,0,8.428571428571429
1968,PhD,Relationship,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,55,1,2,3,34,5,3724 days 14:46:24.812721,0,6.8
1971,Master,Relationship,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,52,2,2,4,198,12,3542 days 14:46:24.812721,0,16.5
1964,PhD,Relationship,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,59,1,2,3,1048,28,3643 days 14:46:24.812721,0,37.42857142857143
1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,61,2,1,3,574,21,3541 days 14:46:24.812721,0,27.333333333333332
1970,Graduation,Single,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,53,1,1,2,1029,17,3963 days 14:46:24.812721,0,60.529411764705884
1980,Graduation,Relationship,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,43,1,2,3,670,20,3503 days 14:46:24.812721,0,33.5
1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,48,1,1,2,990,16,3883 days 14:46:24.812721,0,61.875
1974,Graduation,Relationship,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,49,2,2,4,11,4,3346 days 14:46:24.812721,0,2.75
1963,PhD,Relationship,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,60,1,2,3,1241,21,3915 days 14:46:24.812721,2,59.095238095238095
1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,44,0,1,1,576,17,3486 days 14:46:24.812721,0,33.88235294117647
1985,Master,Relationship,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,38,1,2,3,172,12,3686 days 14:46:24.812721,2,14.333333333333334
1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,43,0,1,1,664,20,3496 days 14:46:24.812721,0,33.2
1963,Graduation,Single,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,60,1,1,2,928,23,3562 days 14:46:24.812721,0,40.34782608695652
1967,Graduation,Single,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,56,0,1,1,2074,30,3976 days 14:46:24.812721,0,69.13333333333334
1982,Master,Relationship,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,41,0,2,2,467,15,3647 days 14:46:24.812721,0,31.133333333333333
1955,Graduation,Relationship,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,68,1,2,3,257,12,3556 days 14:46:24.812721,0,21.416666666666668
1967,Graduation,Relationship,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,56,0,2,2,1146,17,3500 days 14:46:24.812721,0,67.41176470588235
1976,PhD,Single,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,47,1,1,2,689,20,3787 days 14:46:24.812721,0,34.45
1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,51,0,1,1,2114,22,3963 days 14:46:24.812721,1,96.0909090909091
1989,PhD,Relationship,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,34,0,2,2,1346,21,3352 days 14:46:24.812721,2,64.0952380952381
1969,PhD,Relationship,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,54,0,2,2,1044,15,3580 days 14:46:24.812721,0,69.6
1960,PhD,Single,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,63,1,1,2,493,22,3941 days 14:46:24.812721,2,22.40909090909091
1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,53,0,1,1,957,13,3616 days 14:46:24.812721,0,73.61538461538461
1958,Master,Relationship,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,65,1,2,3,270,12,3660 days 14:46:24.812721,0,22.5
1952,Basic,Relationship,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,71,0,2,2,29,5,3547 days 14:46:24.812721,0,5.8
1949,Master,Single,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,74,2,1,3,121,9,3704 days 14:46:24.812721,1,13.444444444444445
1961,Master,Relationship,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,62,2,2,4,126,8,3646 days 14:46:24.812721,0,15.75
1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,28,0,1,1,23,4,3403 days 14:46:24.812721,0,5.75
1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,74,2,1,3,57,8,3755 days 14:46:24.812721,1,7.125
1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,62,0,1,1,636,20,3546 days 14:46:24.812721,0,31.8
1960,Graduation,Relationship,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,63,0,2,2,1004,28,3389 days 14:46:24.812721,1,35.857142857142854
1973,Graduation,Single,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,50,1,1,2,734,20,3593 days 14:46:24.812721,0,36.7
1978,Graduation,Relationship,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,45,2,2,4,614,20,3417 days 14:46:24.812721,0,30.7
1978,Graduation,Single,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,45,1,1,2,1453,21,3446 days 14:46:24.812721,1,69.19047619047619
1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,35,0,1,1,1621,15,3369 days 14:46:24.812721,4,108.06666666666666
1968,Master,Single,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,55,1,1,2,187,12,3493 days 14:46:24.812721,0,15.583333333333334
1986,Graduation,Relationship,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,37,1,2,3,1443,22,3843 days 14:46:24.812721,2,65.5909090909091
1970,PhD,Single,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,53,1,1,2,57,6,3310 days 14:46:24.812721,0,9.5
1951,Graduation,Single,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,72,1,1,2,637,20,3753 days 14:46:24.812721,0,31.85
1948,PhD,Relationship,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,75,1,2,3,948,14,3528 days 14:46:24.812721,1,67.71428571428571
1971,Master,Relationship,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,52,1,2,3,59,5,3843 days 14:46:24.812721,2,11.8
1986,Graduation,Relationship,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,37,1,2,3,18,4,3660 days 14:46:24.812721,0,4.5
1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,58,1,1,2,903,26,3924 days 14:46:24.812721,0,34.73076923076923
1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,48,1,1,2,112,8,3802 days 14:46:24.812721,0,14.0
1953,Graduation,Relationship,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,70,0,2,2,596,20,3719 days 14:46:24.812721,0,29.8
